Униграммы при Хи-2,Хи-квадрат,Униграммы при Взаимной инф.,Взаимная информация,Биграммы при Хи-2,Хи-квадрат (Биграммы),Биграммы при Взаимной инф.,Взаимная информация (Биграммы)
naive,79.8571428571424,privacy,0.008560224458107547,ir systems,66.1666666666663,text categorization,0.00844463248627933
were,79.05434782608651,theory,0.00855912192292042,retrieval we,65.99999999999962,classification of,0.008433598488166952
uncertain,78.83018867924484,water,0.008548777183783988,mining with,65.99999999999962,speed of,0.008401495458456674
file,78.52173913043436,sentiments,0.008537883004139591,permanent magnet,65.99999999999962,data in,0.008397398735424846
big,78.37246963562708,developed,0.008530172635383183,from text,65.76470588235257,random forest,0.008380799427800682
understand,78.25599999999957,autonomous,0.00850043245843828,opinion mining,64.63157894736807,control scheme,0.008380799427800678
term,78.25443786982206,faults,0.00848106832574122,knowledge from,64.58823529411728,given query,0.008380799427800678
scheme,78.24999999999957,angle,0.008461226077297306,output voltage,63.99999999999964,language information,0.008380799427800671
irs,77.99999999999957,was,0.008458509070968994,paper fuzzy,63.99999999999964,sets and,0.008262034686966959
classify,77.91111111111067,pir,0.008380799427800675,controllers are,63.99999999999964,processing nlp,0.008251534864194323
extracted,77.85786802030412,presented,0.008267590269501447,retrieval technology,63.99999999999964,bag of,0.008168236176379705
cancer,77.4772727272723,detection,0.008237484804894175,control is,63.99999999999964,of textual,0.008154765764518394
about,77.42857142857099,automatically,0.008228642110844234,on information,63.87999999999964,system in,0.008102507370663604
support,76.79999999999959,public,0.00820742762217972,literature review,62.79999999999965,the art,0.008087314570012116
classifiers,76.52499999999958,visualization,0.008205068959051397,proposed controller,61.99999999999965,controlling the,0.008043319157619286
structured,76.4294478527603,find,0.008204038083058928,the interval,61.99999999999965,proposed control,0.008043319157619286
download,76.40909090909048,government,0.008172019342356177,real time,61.99999999999965,that text,0.008043319157619279
decision,76.36799999999958,lifetime,0.00804331915761928,the document,61.65048543689286,wind turbine,0.008036912947110609
government,76.2075471698109,stored,0.008022739480078407,implementation of,61.151898734176875,the dynamic,0.007965080274693507
toolbox,76.14634146341422,will,0.008006322531683182,with text,60.909090909090565,mobile robot,0.007954022390236463
anfis,75.99999999999959,tuning,0.008005704629617411,data text,60.66666666666633,related to,0.007953685907215624
valued,75.99999999999959,pre,0.008003338150498628,to identify,60.30769230769197,web information,0.00795331384221141
fis,75.99999999999959,records,0.007971942398756322,neuro fuzzy,59.99999999999966,data text,0.007918761183841336
strategy,75.48648648648607,entities,0.007965211724278737,buck converter,59.99999999999966,information and,0.007896721343675812
vector,75.47899159663822,industry,0.007947663191151363,mean average,59.99999999999966,useful information,0.007890471146958927
routing,75.45714285714243,real,0.007908172431955147,controller to,59.99999999999966,sensor networks,0.007886330140073873
detection,74.66498740554114,art,0.007891369579080492,error and,59.99999999999966,and type,0.007853805050710625
industry,74.44594594594552,code,0.007886460971455136,is designed,59.711340206185234,analysis on,0.007787759228036298
datasets,74.29596412556012,circuit,0.007878753741761613,information is,59.65217391304315,research on,0.0077796369539108925
fuel,74.1499999999996,model,0.007858172546646358,mining has,59.42105263157862,from the,0.007764365242012349
crisp,74.14999999999958,operation,0.007857260474734323,text analytics,59.42105263157862,to identify,0.007747245127702952
triangular,73.99999999999959,grid,0.007830103299302518,the input,58.98507462686534,logic can,0.007706028014058646
arduino,73.99999999999959,optimization,0.007742275894093233,chinese medicine,58.79999999999967,and retrieve,0.007706028014058646
visual,73.59183673469346,settling,0.007706028014058645,tf idf,58.74336283185808,mining can,0.007706028014058646
positive,72.37313432835779,flss,0.007706028014058643,fuel cell,57.99999999999967,traditional information,0.007706028014058646
pitch,72.15384615384576,humidity,0.007706028014058643,query is,57.99999999999967,the matlab,0.007706028014058645
indonesia,72.07407407407366,video,0.0076989815889991165,power quality,57.99999999999967,controller design,0.007706028014058643
dga,71.9999999999996,languages,0.007687825533481292,the temperature,57.99999999999967,using type,0.007706028014058638
forest,71.9999999999996,customers,0.007684153830568094,general type,57.99999999999967,of unstructured,0.0076305255683056395
gt2,71.9999999999996,scientific,0.007670059372075648,the flc,57.99999999999967,real time,0.007628388651135982
it2fls,71.9999999999996,head,0.007647819921711498,decision making,57.76249999999967,the input,0.007553178116737582
wsns,71.9999999999996,finding,0.00758627245569563,social networks,57.15789473684178,to understand,0.007522507249908409
signals,71.18987341772112,that,0.007580484228341103,information extraction,56.96363636363604,paper we,0.007440989876266395
public,71.16363636363596,gas,0.0075779640174803735,intelligent information,56.90909090909059,the relevance,0.007428128660559837
transmission,71.15789473684171,density,0.0075564988086912355,bug localization,56.70588235294086,this paper,0.007414165387652225
scientific,70.95588235294078,deep,0.007551785367078667,related to,56.58461538461506,of semantic,0.00741003225085691
cbir,70.15789473684173,their,0.007544800806482216,the relevance,56.49180327868821,extraction and,0.007391124094734135
overshoot,69.9999999999996,synchronous,0.007536083770796852,the dynamic,56.33333333333302,to discover,0.007390290644969563
methods,69.69881889763741,movement,0.007524332980290046,pseudo relevance,55.99999999999969,analysis and,0.007388861895591459
association,69.51304347826047,categories,0.0075049283052634344,pitch angle,55.99999999999969,the flc,0.007368925763855358
function,69.18382352941138,crisp,0.007493218810871665,the battery,55.99999999999969,logic has,0.007368925763855351
records,69.0420168067223,positive,0.007445762475635317,social network,55.727272727272414,the robot,0.007368925763855349
loads,68.44999999999962,it2,0.007368925763855352,of semantic,55.53846153846121,permanent magnet,0.007368925763855347
steady,68.44999999999962,takagi,0.0073689257638553446,the network,55.38888888888859,settling time,0.007368925763855344
stock,68.33846153846116,bag,0.007362500780388366,semantic similarity,55.02325581395317,of uncertainty,0.0073489595866368055
flow,68.24999999999963,recognition,0.007324398900042434,of textual,55.02325581395317,type and,0.007300225330602341
permanent,68.16216216216178,tools,0.007324177563485084,analysis on,54.82608695652143,fuzzy rule,0.0072798139684348276
obstacle,68.16216216216178,results,0.007321670738018962,logistic regression,54.727272727272414,of web,0.007269666242882861
magnet,68.16216216216178,identified,0.007312882217833845,the classification,54.65957446808479,documents are,0.007246550626696959
protocol,68.0857142857139,is,0.007311773103078149,to discover,54.32558139534853,the sentiment,0.0072177107491718726
representation,67.74712643678123,clinical,0.00731063707391598,documents and,54.07692307692277,in wireless,0.007203788925977256
negative,67.68421052631541,structure,0.007306541898193965,cultural heritage,53.9999999999997,mining this,0.00719655722495678
linguistic,67.65034965034927,events,0.007306223159903601,mining analysis,53.9999999999997,the classification,0.007186335345262779
deep,67.05263157894699,signals,0.007272181092206328,proportional integral,53.9999999999997,implementation of,0.007134382017106203
tasks,67.01408450704187,market,0.007254212034872355,controller design,53.9999999999997,pre processing,0.007108721505608713
intensity,66.68085106382941,abstracts,0.0072426906705127785,logic toolbox,53.9999999999997,logistic regression,0.007041068405083825
collected,66.49999999999963,compared,0.007237634478751117,given query,53.9999999999997,conventional pi,0.00703201217421357
short,66.20312499999963,visual,0.007234988013096904,the parameters,53.767441860464814,mining analysis,0.00703201217421357
synchronous,66.1818181818178,storage,0.007219745372139566,web mining,53.76470588235264,the temperature,0.007032012174213569
movement,66.1666666666663,dictionary,0.0071923177372201046,indexing and,53.542857142856846,logic toolbox,0.007032012174213567
implementation,66.02985074626828,renewable,0.007170988903631141,sensor nodes,52.7499999999997,semantic retrieval,0.007032012174213566
trajectory,65.99999999999962,useful,0.007164185878928031,mining algorithms,52.749999999999694,that fuzzy,0.0070320121742135635
bug,65.65217391304311,papers,0.007154382402927531,of words,52.51923076923047,takagi sugeno,0.0070320121742135635
current,64.94082840236649,reasoning,0.007148080448734415,amount of,52.50193050193022,medical information,0.007032012174213563
categories,64.70676691729287,extracts,0.00712992764210972,text preprocessing,52.206896551723844,induction motor,0.007032012174213563
mathematical,64.62790697674382,stemming,0.007101715745918619,in social,52.12499999999971,retrieval technology,0.007032012174213561
robots,64.58823529411728,prediction,0.007097674287352918,short text,51.999999999999716,for controlling,0.007032012174213557
values,64.34653465346499,technologies,0.007097062939306026,for query,51.99999999999971,and output,0.007029475802223884
spoken,64.23255813953452,understanding,0.007062414272551452,logic has,51.99999999999971,cluster head,0.0070214592892798066
policies,64.17142857142821,file,0.007061549814595917,controlling the,51.99999999999971,the sensor,0.007020302345013766
hybrid,64.14925373134294,strategy,0.0070347484394069765,ir models,51.99999999999971,mining algorithms,0.007011475097576667
idf,64.07874015747996,fl,0.007032012174213564,closed loop,51.99999999999971,system with,0.006998901985249561
lda,64.06060606060569,arduino,0.0070320121742135635,the matlab,51.99999999999971,social network,0.006967798380832274
heritage,63.99999999999964,used,0.007028925865394649,using type,51.99999999999971,the parameters,0.006948120299425469
tsk,63.99999999999964,vehicles,0.007019141122031116,from the,51.20771513353087,indexing and,0.006931105986614187
irrigation,63.99999999999964,logistic,0.007012087851017651,to classify,51.10344827586178,simulation of,0.006931105986614186
scheduling,63.81395348837174,needs,0.00700703764966205,system for,50.979591836734414,social networks,0.006886631945040853
internet,63.73285198555921,loads,0.006989302130425118,and output,50.92307692307665,paper presents,0.006886288420691631
real,63.684210526315425,device,0.0069852640236325704,classification model,50.66666666666639,improve the,0.006881177754045467
reasoning,63.51898734177179,studies,0.0069614117967188695,and sentiment,50.53658536585338,from social,0.006843897482493125
experiments,63.50495049504915,ranked,0.006957196577380357,data analysis,50.27272727272699,and query,0.0068337902601659185
under,63.37634408602115,proportional,0.0069529115396041175,public opinion,50.21428571428543,and data,0.006822134573138367
car,63.33333333333298,efficient,0.006949216993863795,of induction,50.21428571428543,recall and,0.006820065473341174
